Balloon ID	Bus ID	Amount Requested	Amount Decided	Currency	AttradiusReshare	LOB	Answer Date	Request Date	Expiry Date	Comments
09976C1 04	74708440	3247407407	3247407407	CNY	5.4	C	26/05/2023	24/05/2023	31/12/2023	-
08992C1 01	22603890	2999999	2999999	EUR	28.0	C	26/05/2023	24/05/2023	31/05/2024	-
03583C1 02	22070638	351282	351282	EUR	39.0	C	26/05/2023	24/05/2023	31/12/2023	-
05401C1 02	11261220	140000000	140000000	EUR	2.66	C	26/05/2023	24/05/2023	31/12/2023	-
36090B1 01	16805107	18000000000	18000000000	ARS	15.0	B	26/05/2023	24/05/2023	31/10/2023	-
03199C1 04	21445263	9000000	9000000	TND	41.5	C	26/05/2023	24/05/2023	31/12/2023	-
02108C1 01	18935956	3132000	3132000	USD	25.0	C	26/05/2023	24/05/2023	31/12/2023	-
36180B1 02	17505338	2902097	2902097	EUR	8.58	B	26/05/2023	24/05/2023	31/05/2024	-
02065C1 01	20021227	200000000	200000000	DZD	17.55	C	09/06/2023	24/05/2023	31/12/2023	-
02901C1 01	11155539	35000000	35000000	MAD	20.0	C	09/06/2023	24/05/2023	31/12/2023	-
02065C1 01	22901958	205002849	205002849	DZD	17.55	C	09/06/2023	24/05/2023	01/04/2024	-
02065C1 01	22051813	364774928	364774928	DZD	17.55	C	09/06/2023	08/06/2023	23/05/2024	-
36043C1 02	22809302	2045263	2045263	MYR	95.0	C	09/06/2023	08/06/2023	30/06/2024	-
36043C1 02	22205976	2275789	2275789	MYR	95.0	C	09/06/2023	08/06/2023	30/06/2024	-
02065C1 01	22626140	3500000000	3500000000	DZD	17.55	C	09/06/2023	09/06/2023	30/05/2024	-
02065C1 01	24302019	750000000	750000000	DZD	17.55	C	12/06/2023	12/06/2023	31/12/2023	-
09976C1 03	1841004	590879629	590879629	USD	2.16	C	16/06/2023	13/06/2023	31/12/2023	-
03583C1 02	20579137	1500000	1500000	EUR	39.0	C	16/06/2023	13/06/2023	30/06/2024	-
02065C1 01	22089138	191897435	191897435	DZD	17.55	C	16/06/2023	13/06/2023	31/12/2023	-
36031C1 01	11298738	13000000	13000000	USD	45.0	C	16/06/2023	13/06/2023	31/07/2024	-
36180C1 01	13963989	725000000	725000000	PLN	24.5	C	16/06/2023	13/06/2023	31/12/2023	-
04252C1 71	13963989	725000000	725000000	PLN	10.5	B	16/06/2023	16/06/2023	31/12/2023	-
02108C1 01	1714472	6540000	6540000	USD	25.0	C	16/06/2023	13/06/2023	30/06/2024	-
04566B1 01	21402252	30000000	30000000	PLN	35.0	B	16/06/2023	13/06/2023	31/12/2023	-
36122B1 01	23134968	4244600000	4244600000	MXN	4.0	B	16/06/2023	13/06/2023	30/05/2024	-
36031C1 01	22087251	7348888	7348888	USD	45.0	C	16/06/2023	13/06/2023	31/07/2024	-
36031C1 01	22545628	4708888	4708888	USD	45.0	C	16/06/2023	13/06/2023	31/07/2024	-
36031C1 01	23047612	4000000	4000000	USD	45.0	C	16/06/2023	13/06/2023	31/07/2024	-
36031C1 01	38861390	1000000	1000000	USD	45.0	C	16/06/2023	13/06/2023	31/07/2024	-
36031C1 01	52681540	3500000	3500000	USD	45.0	C	16/06/2023	13/06/2023	31/07/2024	-
36177C1 01	1500867	300000000	300000000	EUR	6.0	C	16/06/2023	13/06/2023	31/12/2023	-
00794B1 01	48522479	16600000	16600000	EUR	24.0	B	16/06/2023	13/06/2023	31/12/2023	-
36031C1 01	73177233	4000000	4000000	USD	45.0	C	16/06/2023	13/06/2023	31/07/2024	-
36031C1 01	71308520	1000000	1000000	USD	45.0	C	16/06/2023	13/06/2023	31/12/2023	-
36031C1 01	6889782	5000000	5000000	USD	45.0	C	16/06/2023	13/06/2023	31/07/2024	-
05401C1 02	4292601	140000000	140000000	EUR	2.1	C	23/06/2023	24/05/2023	30/06/2025	-
04252C1 71	17561052	16004228	16004228	PLN	4.73	C	23/06/2023	19/06/2023	30/09/2024	-
36180B1 02	24313927	1200466	1200466	EUR	8.58	B	23/06/2023	19/06/2023	31/12/2023	-
09780B1 01	22433994	1500000	1500000	EUR	50.0	B	23/06/2023	19/06/2023	30/09/2023	-
35507C1 01	16351679	150000000	150000000	MUR	24.5	C	30/06/2023	26/06/2023	31/05/2024	-
35507C1 01	23011499	66048979	66048979	MUR	24.5	C	30/06/2023	26/06/2023	30/06/2024	-
05401C1 02	1901661	140000000	140000000	EUR	2.66	C	30/06/2023	26/06/2023	31/12/2023	-
35507C1 01	19791039	185000000	185000000	MUR	24.5	C	30/06/2023	26/06/2023	31/05/2024	-
36180B1 01	9353917	80000000	80000000	EUR	17.5	B	30/06/2023	26/06/2023	30/06/2024	-
02901C1 01	16714103	400000000	400000000	MAD	20.0	C	30/06/2023	27/06/2023	30/06/2024	-
02901C1 01	24183686	35000000	35000000	MAD	20.0	C	30/06/2023	27/06/2023	31/12/2023	-
03583C1 02	13683992	1500000	1500000	EUR	39.0	C	30/06/2023	27/06/2023	31/05/2024	-
03583C1 02	18110994	600000	600000	EUR	39.0	C	30/06/2023	27/06/2023	30/04/2024	-
03583C1 02	3697910	900000	900000	EUR	39.0	C	30/06/2023	27/06/2023	31/08/2024	-
04252C1 71	13960933	245000000	245000000	PLN	10.5	C	30/06/2023	27/06/2023	31/12/2023	-
36180C1 01	13960933	245000000	245000000	PLN	24.5	C	30/06/2023	27/06/2023	31/12/2023	-
04252C1 71	1893801	125000000	125000000	PLN	6.68	C	30/06/2023	27/06/2023	31/12/2023	-
36180C1 01	1893801	125004533	125004533	PLN	11.03	C	30/06/2023	27/06/2023	31/12/2023	-
09841B1 01	3937153	23000000	23000000	PLN	35.0	B	30/06/2023	27/06/2023	30/06/2024	-
08992C1 04	39779024	3499999	3499999	EUR	28.0	C	30/06/2023	27/06/2023	30/06/2024	-
35507C1 01	13831358	150000000	150000000	MUR	24.5	C	30/06/2023	27/06/2023	30/06/2024	-
35507C1 01	664027	150000000	150000000	MUR	24.5	C	30/06/2023	30/06/2023	30/06/2024	-
03023C1 01	22093522	4000000	4000000	OMR	19.25	C	30/06/2023	27/06/2023	30/06/2024	-
36180B1 02	19621433	2232653	2232653	EUR	24.5	B	30/06/2023	27/06/2023	30/06/2024	-
36031C1 01	560945	3500000	3500000	USD	45.0	C	30/06/2023	27/06/2023	30/08/2024	-
36024B1 01	16018501	25001626	25001626	PLN	30.75	B	30/06/2023	27/06/2023	31/12/2023	-
35507C1 01	7175517	271910204	271910204	MUR	24.5	C	30/06/2023	27/06/2023	30/06/2024	-
36043C1 02	22483818	2000000	2000000	MYR	95.0	C	20/05/2022	16/05/2022		-
36043C1 02	22552129	4000000	4000000	MYR	95.0	C	20/05/2022	16/05/2022		-
36043C1 02	23641836	3000000	3000000	MYR	95.0	C	20/05/2022	16/05/2022		-
36043C1 02	23709405	500000	500000	MYR	95.0	C	20/05/2022	16/05/2022		-
36043C1 02	23714938	2500000	2500000	MYR	95.0	C	20/05/2022	16/05/2022		-
36043C1 02	23714973	2000000	2000000	MYR	95.0	C	20/05/2022	16/05/2022		-
36043C1 02	23717315	2000000	2000000	MYR	95.0	C	20/05/2022	16/05/2022		-
36043C1 02	23718390	2000000	2000000	MYR	95.0	C	20/05/2022	16/05/2022		-
36043C1 02	23734708	900000	900000	MYR	95.0	C	20/05/2022	16/05/2022		-
36043C1 02	23899864	1200000	1200000	MYR	95.0	C	20/05/2022	16/05/2022		-
36043C1 02	23995630	2000000	2000000	MYR	95.0	C	20/05/2022	16/05/2022		-
36043C1 02	22205972	2000000	2000000	MYR	95.0	C	27/05/2022	25/05/2022		-
36043C1 02	22519200	1500000	1500000	MYR	95.0	C	27/05/2022	25/05/2022		-
36043C1 02	23710093	3500000	3500000	MYR	95.0	C	27/05/2022	25/05/2022		-
36043C1 02	24001424	2000000	2000000	MYR	95.0	C	27/05/2022	25/05/2022		-
02126C1 01	14645239	36232500	36232500	USD	40.0	C	03/06/2022	02/06/2022		-
01166B1 01	16744454	900000	900000	USD	10.0	B	03/06/2022	02/06/2022		-
36043C1 02	17359692	7390526	7390526	MYR	95.0	C	03/06/2022	02/06/2022		-
36043C1 02	21167598	300000	300000	MYR	95.0	C	03/06/2022	02/06/2022		-
36043C1 02	21902230	1070526	1070526	MYR	95.0	C	03/06/2022	02/06/2022		-
36043C1 02	23722822	8603157	8603157	MYR	95.0	C	03/06/2022	02/06/2022		-
36043C1 02	23725573	1500000	1500000	MYR	95.0	C	03/06/2022	02/06/2022		-
36043C1 02	23734725	2500000	2500000	MYR	95.0	C	03/06/2022	02/06/2022		-
36043C1 02	23737136	1000000	1000000	MYR	95.0	C	03/06/2022	02/06/2022		-
36043C1 02	24003318	1000000	1000000	MYR	95.0	C	03/06/2022	02/06/2022		-
02126C1 01	1755437	110000000	110000000	USD	40.0	C	03/06/2022	02/06/2022		-
36043C1 02	16832379	8000000	8000000	MYR	95.0	C	17/06/2022	15/06/2022		-
36043C1 02	23710065	12000000	12000000	MYR	95.0	C	17/06/2022	15/06/2022		-
36043C1 02	23710290	3500000	3500000	MYR	95.0	C	17/06/2022	15/06/2022		-
00794B1 01	11561823	8000000	8000000	EUR	24.0	B	24/06/2022	24/06/2022		-
09841B1 01	13927283	20000000	20000000	PLN	30.63	B	24/06/2022	24/06/2022		-
09841B1 01	17610786	12500000	12500000	PLN	35.0	B	24/06/2022	24/06/2022		-
36043C1 02	24023985	1124210	1124210	MYR	95.0	C	29/06/2022	29/06/2022		-
04252C1 71	84047141	160000000	160000000	PLN	6.83	C	01/07/2022	29/06/2022		-
36180C1 01	84047141	160000000	160000000	PLN	15.93	C	01/07/2022	29/06/2022		-
36043C1 02	85589771	3000000	3000000	MYR	95.0	C	15/07/2022	13/07/2022		-
02901C1 01	21974307	50000000	50000000	MAD	20.0	C	12/08/2022	09/08/2022		-
36043C1 02	22554339	2272631	2272631	MYR	95.0	C	23/08/2022	18/08/2022		-
36043C1 02	56111768	3561052	3561052	MYR	95.0	C	23/08/2022	23/08/2022		-
36180C1 01	9353917	80000000	80000000	PLN	17.5	C	14/10/2022	13/10/2022		-
35507C1 01	2690195	174824489	174824489	MUR	24.5	C	02/12/2022	22/11/2022		-
03079B1 73	13963095	130000000	130000000	PLN	3.6	B	02/12/2022	29/11/2022		-
36043C1 02	35186464	1061052	1061052	MYR	95.0	C	02/12/2022	29/11/2022		-
09841B1 01	21503504	5000000	5000000	PLN	10.5	B	20/01/2023	16/01/2023		-
01587B1 02	20055581	2100000000	2100000000	ARS	20.0	B	31/01/2023	30/01/2023		-
35507C1 01	20098118	150000000	150000000	MUR	24.5	C	31/01/2023	30/01/2023		-
07359B1 04	23538218	3273599999	3273599999	MXN	7.0	C	27/02/2023	13/02/2023		-
35507C1 01	22823178	132877551	132877551	MUR	24.5	C	26/05/2023	24/05/2023		-
36135B1 01	32862131	30000000	30000000	GBP	10.0	B	06/02/2020	06/02/2020		-
36153B1 01	10051290	6000000	6000000	EUR	15.0	B	06/02/2020	06/02/2020		-
EOF
