BusID	Parent	Country
9033013	FLEX LTD.	SGP
15681597	MENDELSON INFRASTRUCTURES &	ISR
20135460	GUNVOR GROUP LTD	CYP
10334611	DSV A/S	DNK
1589545	BEZEQ THE ISRAEL	ISR
1663074	BYNET DATA COMMUNICATIONS LTD.	ISR
14659862	UNIVERSAL MOTORS ISRAEL LTD	ISR
21662939	TRAFIGURA GROUP PTE. LTD.	SGP
844000	PALRAM INDUSTRIES (1990) LTD	ISR
845454	MAYER CARS & TRUCKS CO LTD	ISR
4345035	ORBIA ADVANCE CORPORATION, S.A.B.	MEX
13968715	ASSECO POLAND S A	POL
3947614	THE CENTRAL BOTTLING COMPANY	ISR
16818194	CHINA NATIONAL CHEMICAL CORPORATION	CHN
1629545	HP INC.	USA
23504106	S. AL HOLDINGS LTD	ISR
10692061	PLASKOLITE, LLC	USA
18830240	KIBBUTZ DALIA	ISR
20782253	ALTICE INTERNATIONAL S.À R.L.	LUX
1938016	MINI LINE LTD	ISR
17453872	TIV TAAM HOLDINGS 1 LTD	ISR
4781411	ENI S.P.A.	ITA
11248066	DELEK GROUP LTD	ISR
17626646	BIKUREI HASADEH DAROM MARKETING	ISR
92188912	SOLAREDGE TECHNOLOGIES, INC.	USA
16986563	H & O FASHION LTD	ISR
11347347	NICE-PAK PRODUCTS, INC.	USA
21751268	KIBBUTZ YIZREEL HOLDINGS 2004 ACS	ISR
18441548	ONE SOFTWARE TECHNOLOGIES LTD	ISR
4360724	ALON BLUE SQUARE ISRAEL LTD	ISR
1782160	STANLEY BLACK & DECKER, INC.	USA
4200778	ALDI EINKAUF SE & CO. OHG	DEU
5919309	HANS MERENSKY HOLDINGS (PTY) LTD	ZAF
3902661	DEUTSCHE BAHN AKTIENGESELLSCHAFT	DEU
17479101	B GAON HOLDINGS LTD	ISR
9107243	JERONIMO MARTINS SGPS SA	PRT
64701269	MEHADRIN LTD	ISR
230947	PLASTO-CARGAL GROUP LTD	ISR
19940873	BIKUREI HASADEH ZAFON 1994 G.D.	ISR
16820563	SHAVIT - GITARTS GROUP LTD	ISR
17139733	HASSON PA LTD	ISR
4197717	ANALOG DEVICES, INC.	USA
3865017	COOPERATIVE U ENSEIGNE	FRA
7098482	KOHLS CORPORATION	USA
22005130	BOHNENKAMP-VERWALTUNGS-GESELLSCHAFT	DEU
18208713	FISHMAN GROUP	ISR
11665448	ELCO LTD	ISR
14877124	MINRAV GROUP LTD	ISR
3844442	REWE-ZENTRALFINANZ EG	DEU
99994129	WAYFAIR INC.	USA
66096361	TECHNIPFMC PLC	GBR
18861298	REDE D OR SAO LUIZ S/A	BRA
9790712	BRITISH AMERICAN TOBACCO P.L.C.	GBR
4770620	DANONE	FRA
20560733	ORGANIZACOES GLOBO PARTICIPACOES	BRA
20330117	DROGARIAS DPSP S/A	BRA
1868662	ARCHER-DANIELS-MIDLAND COMPANY	USA
4169515	LOREAL	FRA
20710633	THP TRIUNFO HOLDING DE	BRA
4886463	WHIRLPOOL CORPORATION	USA
19087233	METHA S/A	BRA
30720597	GSK PLC	GBR
23430781	RIO ENERGY DEVCO 2 LLC	BRA
10553878	CENTRAIS ELETRICAS BRASILEIRAS SA	BRA
23673033	PPAR PINHEIRO PARTICIPACOES S/A	BRA
21201694	MENDES JUNIOR PARTICIPACOES S A	BRA
23278099	FOCUS ENERGIA HOLDING	BRA
721061	REPSOL SA	ESP
1065878	SAMSUNG ELECTRONICS CO LTD	KOR
22381044	JBJ AGROPECUARIA LTDA	BRA
21305017	PERTOS PARTICIPACOES S/A	BRA
4266074	SODEXO	FRA
23859187	REDOMA ADMINISTRACAO DE NEGOCIOS E	BRA
18284794	CMCO S.A.R.L	LUX
22041974	INSTIT FINAN VAREJO FD	BRA
21502531	RESTAURANT BRANDS INTERNATIONAL INC	CAN
10379466	LENOVO GROUP LIMITED	HKG
18443659	ZHEJIANG GEELY HOLDING (GROUP)	CHN
23766979	BAODING GREAT WALL HOLDING GROUP	CHN
11226106	BYD COMPANY LIMITED	CHN
14385930	ITEQ CORP.	TWN
15829792	SKYWORTH GROUP LIMITED	BMU
23485481	JA SOLAR TECHNOLOGY CO LTD	CHN
22607792	CHINA ELECTRONICS TECHNOLOGY GROUP	CHN
4272449	RENCO GROUP, INC., THE	USA
55774070	NANYA NEW MATERIAL TECHNOLOGY	CHN
11333542	FUJIAN FURI ELECTRONICS CO LTD	CHN
20311894	JIANGSU GUOTAI INTERNATIONAL GROUP	CHN
16920165	VESON HOLDINGS LIMITED	HKG
18531845	BENTELER INTERNATIONAL	AUT
22001543	CHINA COSCO SHIPPING	CHN
21749789	ALIBABA GROUP HOLDING LIMITED	CYM
23054942	MEITUAN DIANPING	HKG
22662425	XIAOMI CORPORATION	CYM
711032	CITIGROUP INC.	USA
18979416	MLS CO LTD	CHN
23041786	SAGEMCOM GROUP	FRA
7162125	KINPO ELECTRONICS INC	TWN
23870572	HOUSE OF HABIB (PRIVATE) LIMITED	PAK
2191151	DECATHLON	FRA
9350806	ZEBRA A/S	DNK
13785200	HETERO LABS LIMITED	IND
4868050	REGERING VAN CUBA	CUB
15737081	LEGRAND	FRA
22090018	JOHNSON CONTROLS INTERNATIONAL	IRL
19969994	SESA S.P.A.	ITA
4190588	DAICEL CORPORATION	JPN
21919586	STEINHOFF INTERNATIONAL HOLDINGS	NLD
21618504	PENINSULA PETROLEUM CONSOLIDATED	IRL
15379287	AID B.V.	NLD
14332137	CORDES & GRAEFE KG	DEU
21789434	SHINHAN FINANCIAL GROUP CO., LTD.	KOR
23009079	MARELLI HOLDINGS CO LTD	JPN
19105447	HUA NAN FINANCIAL HOLDINGS CO.,	TWN
20407087	DREAM TECH CO LTD	KOR
22801614	FIRST BRANDS GROUP INTERMEDIATE,	USA
2724885	VITRO, S.A.B. DE C.V.	MEX
19479333	HANA FINANCIAL GROUP INC	KOR
21437209	CJ CORP	KOR
13822152	NITERRA CO., LTD.	JPN
4280817	PPG INDUSTRIES, INC.	USA
1333624	NAGASE & CO LTD	JPN
93350724	SENSIO INC	CAN
24323817	SOUTHWIRE HOLDING COMPANY	USA
35653092	BJS WHOLESALE CLUB HOLDINGS, INC.	USA
1655831	FUNDACION BANCARIA CAIXA	ESP
7503095	DAJESH B.V.	NLD
17445824	RAVAGO S.A.	LUX
14405354	NEMAK, S.A.B. DE C.V.	MEX
17746305	EMPRESAS DRAGÓN, S.A. DE C.V.	MEX
14893106	BROOKFIELD ASSET MANAGEMENT INC	CAN
17989214	SUZHOU DONGSHAN PRECISION	CHN
13941944	GOODPACK PTE. LTD.	SGP
851548	GRIFFON CORPORATION	USA
9341271	XIAMEN C&D INC	CHN
17226055	COMCLARK NETWORK AND TECHNOLOGY	PHL
24215350	BYTEDANCE LTD.	CYM
4214374	CREDIT AGRICOLE SA	FRA
20851654	EPACK POLYMERS PRIVATE LIMITED	IND
13684002	DIETHELM KELLER HOLDING AG	CHE
15656647	SUNING COM CO LTD	CHN
789257	GENERAL MILLS, INC.	USA
10446471	STARBUCKS CORPORATION	USA
22778435	MOTISUN GROUP	TZA
6095685	MACSTEEL INTERNATIONAL HOLDINGS	NLD
23631696	TRONOX HOLDINGS PLC	USA
23900114	BASFOUR 3021 (PTY) LTD	ZAF
19126058	ROUTE HOLDINGS (PTY) LTD	ZAF
1101588	KOC HOLDING A.S.	TUR
236229	IMPALA PLATINUM HOLDINGS LTD	ZAF
13888807	AVENG LTD	ZAF
8997511	THE BIDVEST GROUP LTD	ZAF
23746379	HHH METALSERVICE APS	DNK
19718206	SAMSUNG C&T CORPORATION	KOR
22848706	BINDER BETEILIGUNGS AG	AUT
2598585	ABSA GROUP LTD	ZAF
21732819	MARCEGAGLIA HOLDING S.R.L.	ITA
24087841	TK ELEVATOR TOPCO GMBH	DEU
23975629	BALLARDVALE UNLIMITED COMPANY	IRL
20932838	PSR PROPERTY HOLDING UNLIMITED	IRL
22383483	ALKAN HOLDINGS SAE A/T/A ALKAN	EGY
13936327	FINARVEDI S.P.A.	ITA
866074	ORLANDI ACCIAI S.P.A.	ITA
18885145	MAGNIT PAO	RUS
13963095	POLSKIE KOLEJE PANSTWOWE S A	POL
2520846	OOREDOO Q.P.S.C. - OOREDOO	QAT
15636675	PANFIN S.R.L.	ITA
3886503	BANCO BILBAO VIZCAYA ARGENTARIA SA	ESP
7114479	CECONOMY AG	DEU
21872553	DOUGLAS GMBH	DEU
22364051	NOTINO LIMITED	CYP
20258563	CURRYS PLC	GBR
3923064	OUTOKUMPU OYJ	FIN
13747824	SUCAFINA SA	CHE
23468211	ADLER GROUP S.A.	LUX
19481472	WHITEAWAY GROUP A/S	DNK
18478892	HBIS GROUP CO LTD	CHN
23611829	FKS INTERNATIONAL INVESTMENT PTE.	SGP
85012551	GRUPO GRANSOLAR SL	ESP
13876770	FIN.FER. SPA	ITA
79127615	VISTRA CORP.	USA
21821908	ALAWI ENTERPRISES L.L.C. A/T/A	OMN
20080899	MONACO RESOURCES GROUP	MCO
15563432	FINMASI S.P.A.	ITA
12083766	MOTA ENGIL SGPS SA	PRT
22670593	PHOENIX PHARMA SE	DEU
3534488	ASK ROMEIN INTERNATIONAL B.V.	NLD
11522334	INNOVA S.P.A.	ITA
3967361	RICHTER GEDEON VEGYESZETI GYAR	HUN
17336990	B5 PLUS LIMITED	GHA
1598762	CHEVRON CORPORATION	USA
17154553	NOORD NATIE BV	BEL
8142890	ALFRENS NV	BEL
21550177	LES MOUSQUETAIRES	FRA
2727637	MARS, INCORPORATED	USA
12997606	FAMILLE ZIEGLER	BEL
13706242	WANHUA CHEMICAL GROUP CO LTD	CHN
5832807	NV BEKAERT SA NV	BEL
9872312	NASPERS LTD	ZAF
22142690	SOCIETE GUEREM YALLA SARL	SEN
15825389	SILMET PRIBRAM A.S.	CZE
1882602	MORAVIA STEEL A.S.	CZE
19062108	AVANTHA HOLDINGS LIMITED	IND
22068842	SIGNIFY N.V.	NLD
23336890	STEELGROUP ITALY HOLDING S.R.L.	ITA
10367725	AGROFERT, A.S.	CZE
16862998	FERROVIAL SA	ESP
23664146	ALLEGRO.EU	LUX
22810522	STYROGROUP, A.S.	CZE
4724573	AB ELECTROLUX	SWE
493647	KINGFISHER PLC	GBR
11574770	KAMAX HOLDING GMBH & CO. KG	DEU
16379678	OKAY HOLDING A.S.	CZE
10230093	FERONA, A.S.	CZE
34455170	UNION INVIVO	FRA
9077736	KARL BACHL FERTIGBAU GMBH	DEU
17208617	SMURFIT KAPPA GROUP PUBLIC LIMITED	IRL
2260999	KSB SPOL. S R.O.	CZE
11224788	AMERISOURCEBERGEN CORPORATION	USA
9368188	FARMACOL S A	POL
22274713	COBAP GROUP S.R.O.	CZE
1630693	TIMKEN COMPANY, THE	USA
3961198	ELO	FRA
10288004	HEMPEL A/S	DNK
11506905	LG CHEM LTD	KOR
1945215	TATRAVAGONKA A.S.	SVK
23832315	PGCF HOLDING B.V.	NLD
22783819	KARSTENSEN GRUPPEN A/S	DNK
4063095	NORSK HYDRO ASA	NOR
16889863	SODECIA PARTICIPAÇOES SOCIAIS SGPS	PRT
8060979	JANA NV	BEL
19783855	MTX GROUP A.S.	CZE
4762953	CONTINENTAL AKTIENGESELLSCHAFT	DEU
59763258	ZAKLADY AUTOMATYKI KOMBUD S A	POL
7671904	UNITED BUSINESS CARE B.V.	NLD
2422446	LALLEMAND INC	CAN
4759817	KINGSPAN GROUP PUBLIC LIMITED	IRL
19737578	LUKULLUS SP Z O O	POL
21669862	MEINRAD BUDICH VERWALTUNG GMBH &	DEU
15474268	HOOGERMAN HOLDING B.V.	NLD
1350892	VOESTALPINE AG	AUT
4780013	RIO TINTO PLC	GBR
347746	QATAR ELECTRICITY & WATER CO	QAT
10485968	BAUER AKTIENGESELLSCHAFT	DEU
2476020	MSC MEDITERRANEAN SHIPPING COMPANY	CHE
20691174	BBGI GLOBAL INFRASTRUCTURE S.A.	LUX
17620144	ABU DHABI NATIONAL ENERGY COMPANY	ARE
20785137	BERGE BULK LTD	BMU
18745579	SLOE CENTRALE HOLDING B.V.	NLD
458905	MINISTRY OF RAILWAYS	IND
23255066	CI CHANGFANG LTD.	TWN
20945486	ABU DHABI INVESTMENT COUNCIL	ARE
11660497	GATX CORPORATION	USA
424842	SAIPEM S.P.A.	ITA
21528243	VARO ENERGY B.V.	NLD
2115945	YTL CORPORATION BERHAD	MYS
1719095	OQ SAOC	OMN
56442893	PBF ENERGY INC.	USA
22223528	NEPTUNE ENERGY GROUP LIMITED	GBR
4232719	QATAR ENERGY	QAT
1470790	METROSTAV A.S.	CZE
23201992	GREENERGY GROUP HOLDINGS III	GBR
19774870	ECOBANK TRANSNATIONAL INCORPORATED	TGO
2492346	GOVERNMENT OF THE PROVINCE OF	CAN
70643776	FRI-EL GREEN POWER S.P.A.% FRI-EL	ITA
22388213	KNUTSEN NYK OFFSHORE TANKERS AS	NOR
14457025	GRUPO POPULAR S.A.	DOM
21426475	LIFE INSURANCE CORPORATION OF INDIA	IND
3853161	HABIB BANK LIMITED	PAK
20450300	SHEIKH MANSOUR BIN ZAYED AL NAHYAN	ARE
305153	NATURGY ENERGY GROUP SA	ESP
17943332	GAMA ENERGY INTERNATIONAL B.V.	NLD
16494574	HARBOUR ENERGY PLC	GBR
3848123	BANQUE MISR SAE	EGY
22893341	GERALD INTERNATIONAL LIMITED	GBR
11610674	STRABAG SE	AUT
24191182	NNPC LIMITED	NGA
10634399	HANGZHOU JINJIANG GROUP CO LTD	CHN
3847785	ARAB BANK PLC	JOR
3913421	ARAB BANKING CORPORATION B.S.C.	BHR
21379198	BICAPITAL CORPORATION	PAN
18423331	DONGYING FANGYUAN NONFERROUS	CHN
11419740	ABU DHABI NATIONAL OIL COMPANY	ARE
2343621	DANIELI & C. OFFICINE MECCANICHE	ITA
2167847	BERGE Y COMPAÑIA SA	ESP
18443982	MAURIZIO MOLLA S.R.L.	ITA
18808233	GUIDO M. BARILLA E F.LLI S.R.L. &	ITA
2103916	TATA STEEL LIMITED	IND
15698953	CHINA HUANENG GROUP CO LTD	CHN
19441954	FINMEG S.R.L.	ITA
16891190	NEWLAT GROUP SA	CHE
13831136	GECOS - GENERALE DI COMMERCIO E	ITA
9915820	EBRO FOODS SA	ESP
4334150	LILLO S.P.A.	ITA
14905135	MAIRE TECNIMONT S.P.A., IN FORMA	ITA
45677677	CASALASCO SOCIETA AGRICOLA S.P.A.	ITA
13800091	GRUPPO UNICOMM S.P.A.	ITA
14645681	FINBRE S.P.A.	ITA
7008736	DS SMITH PLC	GBR
19981972	VESCOVINI GROUP S.P.A.	ITA
17286731	IRIS CERAMICA GROUP SOCIETA PER	ITA
13173247	KME SE	DEU
4005042	SALZGITTER AKTIENGESELLSCHAFT	DEU
3845263	TURKIYE IS BANKASI A.S.	TUR
22912856	HK ELECTRIC INVESTMENTS LIMITED	HKG
11175553	VERONESI HOLDING S.P.A.	ITA
13770070	EGEA - ENTE GESTIONE ENERGIA E	ITA
20060594	WANXIANG GROUP CORPORATION	CHN
22609240	REYNOLD TRADERS PRIVATE LIMITED	IND
23600674	METALLURGICA GROUP S.R.L.	ITA
16804035	SPRIG S.R.L.	ITA
19124573	CHINA NATIONAL TOBACCO CORPORATION	CHN
7179323	THYSSENKRUPP AG	DEU
4268721	LENZING AKTIENGESELLSCHAFT	AUT
16563280	ADITYA BIRLA MANAGEMENT	IND
739540	KIRLOSKAR BROTHERS LIMITED.	IND
19432444	FAVORITA INVESTMENT LIMITED	MLT
2654517	FERROVIE DELLO STATO ITALIANE	ITA
18195721	S.C.A.C. S.R.L.	ITA
18354677	VEROFIN S.R.L.	ITA
16222405	SHANGHAI ELECTRIC CORP	CHN
9995461	POSTE ITALIANE - SOCIETA PER	ITA
15883235	HAYAT HOLDING A.S.	TUR
17868457	PARSID SOCIETA PER AZIONI IN	ITA
92885897	SPAR HOLDING AG	AUT
16645332	METRO AG	DEU
16932481	RIVA AZZURRA S.P.A.	ITA
4118139	MEGAHOLDING S.R.L.	ITA
13765934	SO.FI.D.A. S.P.A.	ITA
18592278	ZESPRI GROUP LIMITED	NZL
10030137	CLP HOLDINGS LTD	HKG
20324802	C.G.I. HOLDING S.R.L.	ITA
2303606	HYOSUNG CORPORATION	KOR
1100762	SAN MIGUEL CORPORATION	PHL
22606117	FUDTI HOLDING AB	SWE
13682906	BALVERONA PTY LTD	AUS
21654385	GLENCORE PLC	JEY
10421863	GOLDMAN SACHS GROUP, INC., THE	USA
4726047	VATTENFALL AB	SWE
4248284	ØRSTED A/S	DNK
13894872	HERA S.P.A.	ITA
6816324	WALSIN LIHWA CORPORATION	TWN
13766056	SIDERURGICA INVESTIMENTI S.R.L.	ITA
1491777	CIE AUTOMOTIVE SA	ESP
42713029	GRUPPO ROSSETTO S.P.A.	ITA
15414037	VIETNAM OIL AND GAS GROUP	VNM
4024809	FINCANTIERI S.P.A.	ITA
20949853	ANGELO COLUSSI & FIGLI DI ANGELO	ITA
16326181	CARISMA S.P.A.	ITA
92878265	BORGIONI PACKAGING GROUP SOCIETA	ITA
1874105	INTERNATIONAL PAPER COMPANY	USA
14368567	ELIA NUQUL & SONS LLC A/T/A	JOR
16518628	GRUPPO MASTROTTO HOLDING S.P.A.	ITA
1445950	JACQUET METALS	FRA
19085893	FINIPER CANOVA GROUP S.P.A.	ITA
9014344	EUROSPIN ITALIA S.P.A.	ITA
17725428	RENCO GROUP S.P.A.	ITA
815563	EMIL FREY HOLDING AG	CHE
23318425	CONSTELLIUM SE	FRA
19471519	LUDOIL ENERGY S.P.A.	ITA
23545938	MARIOFELICE S.P.A.	ITA
2644554	CRH PUBLIC LIMITED COMPANY	IRL
22900954	GRANTERRE S.P.A.	ITA
11123920	UNIPOLSAI ASSICURAZIONI S.P.A.	ITA
10972009	ARNOLDO MONDADORI EDITORE SPA	ITA
10103052	THOR INDUSTRIES, INC.	USA
19978250	SYNEOS S.R.L.	ITA
93284931	PASTIFICIO DEI CAMPI S.P.A.	ITA
21909184	MODUS GRUPE UAB	LTU
14765611	FRATELLI FERRO - SEMOLERIE	ITA
23013350	IRAETA ENERGY EQUIPMENT CO LTD	CHN
22455030	WEBCOR HOLDING LIMITED	MLT
16117104	COMET HOLDING S.P.A.	ITA
4178644	DI CARLO HOLDING S.R.L.	ITA
22533231	MFH S.R.L.	ITA
3675727	STMICROELECTRONICS N.V.	NLD
7141532	HBC S.P.A.	ITA
15953963	ATB GROUP S.P.A.	ITA
18093360	ORBICO D.O.O. ZA TRGOVINU	HRV
13905918	TORELLO TRASPORTI S.R.L..	ITA
4128237	SAUDI ARABIAN OIL COMPANY SAUDI	SAU
22921091	DIGITAL VALUE S.P.A.	ITA
11289569	LEASEPLAN CORPORATION N.V.	NLD
22072977	HERTZ GLOBAL HOLDINGS, INC.	USA
1077065	PALFINGER AG	AUT
1576460	MITSUBISHI CORPORATION	JPN
4044648	DHS DILLINGER HÜTTE SAARSTAHL AG	DEU
4109026	ELECTRICITE DE FRANCE	FRA
9807051	PELION S A	POL
9354631	WORTHINGTON INDUSTRIES, INC.	USA
11600999	JFE HOLDINGS INC	JPN
22814119	STRJAC HOLDINGS INC	CAN
22837418	GIOVE HOLDING S.R.L.	ITA
11393165	VEOLIA ENVIRONNEMENT	FRA
24182844	PEGASUS MIDCO B.V.	NLD
17975379	CREMOFIN S.R.L.	ITA
311797	GLATFELTER CORPORATION	USA
4238883	PROCTER & GAMBLE COMPANY, THE	USA
23707579	BG HOLDING S.R.L.	ITA
18010031	TRANSOCEAN LTD.	CHE
80057197	KARADENIZ HOLDING A.S.	TUR
10526993	VIA S/A	BRA
23742884	M12 PARTICIPACOES EMPRESARIAIS S/A	BRA
21575909	ATENTO S.A.	LUX
21124113	AGROCAP PARTICIPACOES LTDA	BRA
23374560	TALISMA FUNDO DE INVESTIMENTO EM	BRA
21477473	SOUZA RAMOS COMERCIO E IMPORTACAO	BRA
15733196	LUNDIN MINING CORPORATION	CAN
21198713	NEW FORTEX PARTICIPACOES LTDA	BRA
21428038	RIO MAGUARI COMERCIO E	BRA
23228803	ALUMINUM INVESTMENT SA	URY
4003711	UNISYS CORPORATION	USA
23118336	SURYA KIRAN INVESTMENTS PTE. LTD.	SGP
17625407	JHS F PAR S/A	BRA
983892	TOLEDO DO BRASIL INDUSTRIA DE	BRA
21905428	FD INVEST PARTIC VOLLUTO	BRA
21859165	MISSISSIPI PARTICIPACOES LTDA	BRA
16747789	CANADIAN SOLAR INC	CAN
21368631	M3 PARTICIPACOES SOCIETARIAS LTDA	BRA
23692441	VITACON PROPERTIES DESENVOLVIMENTO	BRA
22979725	DP REPRESENTACOES E PARTICIPACOES	BRA
12671941	ACCO BRANDS CORPORATION	USA
16774193	LEBESPART PARTICIPACOES LTDA	BRA
4265878	FLSMIDTH & CO. A/S	DNK
21568619	FMQ PARTICIPACOES LTDA	BRA
21384837	CIGEL PARTICIPACOES S/A	BRA
23379518	EIG PRUMO FUNDO DE INVESTIMENTO EM	BRA
10143675	ALFA LAVAL AB	SWE
23950343	BITUMINA DO BRASIL PARTICIPACOES	BRA
19205518	BRS SP SUPRIMENTOS CORPORATIVOS	BRA
22168629	RIOBONITO ADMINISTRACAO E	BRA
23747127	MOG PARTICIPACOES LTDA	BRA
22824848	HELIO BORENSTEIN S A ADMINISTRACAO	BRA
60883415	PIACENTINI SOCIETA A	ITA
21472314	JOSE PATRUS PARTICIPACOES LTDA	BRA
687765	DAVIDE CAMPARI - MILANO N..V.	ITA
23913602	BAUSCH + LOMB CORPORATION	CAN
16363844	SDV ENERGIA E INFRAESTRUCTURA SL	ESP
18247153	INDORAMA VENTURES PUBLIC COMPANY	THA
21003027	ABANZAI REPRESENTACOES S/A	BRA
14753053	ALMAVIVA TECHNOLOGIES S.R.L.	ITA
18548959	SEEK LIMITED	AUS
9488606	AIRBUS SE	NLD
4772068	FAURECIA	FRA
16342720	THOMAS GREG & SONS LTD. GUERNSEY	GGY
430113	YAMAHA CORPORATION	JPN
21581376	MS HOLDING SE & CO. KG	DEU
4871032	MANPOWERGROUP INC.	USA
24224394	SAGAH ADMINISTRACAO E	BRA
23869567	WINPAR PARTICIPACOES SOCIETARIAS	BRA
11908816	ACEK DESARROLLO Y GESTION	ESP
4117043	WEIR GROUP PLC(THE)	GBR
22293362	BELLAGIO ADMINISTRACAO E	BRA
22428176	GTM HOLDINGS S.A.	PAN
7284452	VALLOUREC TUBES	FRA
20784780	CONRAD EMPREENDIMENTOS E	BRA
21731909	SANTANA ADMINISTRACAO E	BRA
21925623	PB PARTICIPACOES S/A	BRA
21658912	SEVES GROUP S.ÀR.L.	LUX
4784039	RENNER HERRMANN S/A	BRA
4228650	SONY GROUP CORPORATION	JPN
4008697	SMS GMBH	DEU
13692182	ECOM AGROINDUSTRIAL CORP. SA	CHE
22687138	MVJA PARTICIPACOES LTDA	BRA
21908533	NINGBO JOYSON ELECTRONIC CORP	CHN
20164575	OMNI HELICOPTERS INTERNATIONAL S A	PRT
21329801	PARANA BANCO S/A	BRA
23611088	PATRIA INVESTMENTS LIMITED	BMU
16879956	PROMON EMPREENDIMENTOS E	BRA
20430455	FLOWSERVE LA HOLDINGS LLC	USA
21126011	PACOS DE FERREIRA PARTICIPACOES E	BRA
24207501	SIEM OFFSHORE INC.	CYM
16395040	SINTOKOGIO LTD	JPN
20804278	FACCHINI PARTICIPACOES S/A	BRA
23480270	MAGPAR PARTICIPACOES E	BRA
1551820	OCEANEERING INTERNATIONAL, INC.	USA
10149166	FUNDACAO CPQD CENTRO PESQUISA	BRA
22794753	ELS PARTICIPACOES LTDA	BRA
4737431	SANDVIK AB	SWE
23296115	LCC FUNDO DE INVESTIMENTO EM	BRA
2619884	TITAN INTERNATIONAL, INC.	USA
1384572	KEC INTERNATIONAL LIMITED	IND
10406713	ASHLAND INC.	USA
2147957	MOHAWK INDUSTRIES, INC.	USA
21953797	J.A.C.C. SA	LUX
23728030	DIVERSEY HOLDINGS LTD	CYM
23008958	SIGMA PARTICIPACOES S/A	BRA
22902402	PORTO DAS DUNAS PARTICIPACOES S/A	BRA
12609565	NEXANS	FRA
24032061	ISH TECH S/A	BRA
21654702	ASTN PARTICIPACOES S/A	BRA
23224397	GALVANI PARTICIPACOES E	BRA
22465226	RHI MAGNESITA N.V.	NLD
3847684	KAEFER SE & CO. KG	DEU
21312178	RIVARA PARTICIPACAO S A EM	BRA
23879836	NN10 EMPREENDIMENTOS S/A	BRA
21143274	ROMANO PARTICIPACOES GESTAO E	BRA
21021787	ANZANO EMPREENDIMENTOS E	BRA
10505928	GRUPO EZENTIS SA	ESP
23461347	LEALPAR INVESTIMENTOS E	BRA
24301723	ELMYA HOLDCO SL	ESP
4051207	MOTOR OIL (HELLAS) CORINTH	GRC
24094918	AKUO	FRA
1127642	MYTILINEOS S.A.	GRC
22245091	GREENVOLT ENERGIAS RENOVAVEIS SA	PRT
4255751	SASA POLYESTER SANAYI A.S.	TUR
15824285	ARMASFI SL	ESP
18433013	BRENNTAG SE	DEU
1565314	HITACHI LTD	JPN
23692238	SPINRITE HOLDINGS INC	USA
4282297	ADOLF WÜRTH GMBH & CO. KG	DEU
21519659	CORTIZO CARTERA SL	ESP
21475933	HISENSE GROUP HOLDINGS CO LTD	CHN
1873639	CONSOLIDATED ELECTRICAL	USA
13273601	FREUDENBERG SE	DEU
19546001	FIKOSOTA HOLDING AD	BGR
7193926	PFEIFER & LANGEN INDUSTRIE- UND	DEU
16844959	CBR SERVICE GMBH	DEU
19306182	SCOTCH & SODA GROUP B.V.	NLD
23686455	SAF-HOLLAND SE	DEU
22226308	ALEXANDER STENZEL	DEU
78776869	KM MAHNKE GMBH & CO. KG	DEU
11297061	YILDIZ HOLDING A.S.	TUR
21584256	WALGREENS BOOTS ALLIANCE, INC.	USA
20964481	GALFIN S.R.L.	ITA
21510103	IRWIN MITCHELL HOLDINGS LIMITED	JEY
22986117	ASTON MARTIN LAGONDA GLOBAL	GBR
2065442	TATA MOTORS LTD	IND
22055488	ARDMORE GROUP LIMITED	GBR
22688981	MCLAREN GROUP LIMITED	GBR
20579755	SPEED 1971 LIMITED	GBR
23672869	WD FF LIMITED	GBR
2053336	VISTRY GROUP PLC	GBR
22042758	CATHEXIS UK HOLDINGS LIMITED	GBR
24076001	HG GROUP (HOLDINGS) LIMITED	GBR
21757398	KELTBRAY GROUP LIMITED	GBR
16102785	THE BERKELEY GROUP HOLDINGS PLC	GBR
24298337	MAISON BIDCO LIMITED	GBR
23432903	BANKS GROUP HOLDINGS LIMITED	GBR
4878290	SICON LIMITED	IRL
22155297	BID CORPORATION LIMITED	ZAF
23369986	JOHN PAUL GROUP HOLDINGS LIMITED	IRL
24184756	OWL TOPCO 1 LIMITED	GBR
11035162	CBRE GROUP, INC.	USA
23557439	ANESCO HOLDINGS LIMITED	GBR
23303971	NEWLANDS (ELGIN) HOLDINGS LIMITED	GBR
23147093	CHARTWAY GROUP HOLDINGS LIMITED	GBR
12413903	COMPAGNIE DE LODET	FRA
23748615	PENTLAND HOMES (HOLDINGS) LIMITED	GBR
7314196	THE WELLCOME TRUST	GBR
24219104	GALLOWS POLE LTD	GBR
22947633	MFCOIL LIMITED	GBR
23275109	GALLIFORD TRY HOLDINGS PLC	GBR
23006000	AMBER BEVERAGE GROUP HOLDING S.À	LUX
19726708	LOUGHTON 2011 LIMITED	GBR
17734444	LAF HOLDINGS LIMITED	GBR
23263885	SKONTO GROUP SIA	LVA
23591020	AVIA SOLUTIONS GROUP PLC	CYP
40701755	LITMET UAB	LTU
15893640	FEGDA UAB	LTU
11562118	AGROKONCERNAS UAB	LTU
23791732	ECO BALTIA AS	LVA
22232830	CONSUS KONCERNAS UAB	LTU
82208459	CTB HOLDINGS	LVA
21797770	MN HOLDING AS	LVA
11377194	BLRT GRUPP AS	EST
